timestamp,averageCohesion,averageAlignment,averageSeparation,averageMigration,averageObstacleAvoidance,deltaObstacle,camera
2024-12-19 16:12:55,0,0,0,0,0,0,21.70999
2024-12-19 16:12:55,0,0,0,0,0,0,22.29928
2024-12-19 16:12:55,0,0,0,0,0,0,22.71391
2024-12-19 16:12:55,0,0,0,0,0,0,23.25962
2024-12-19 16:12:55,0,0,0,0,0,0,23.81883
2024-12-19 16:12:56,0,0,0,0,0,0,24.37342
2024-12-19 16:12:56,0,0,0,0,0,0,25.07043
2024-12-19 16:12:56,0,0,0,0,0,0,25.4868
2024-12-19 16:12:56,0,0,0,0,0,0,25.91444
2024-12-19 16:12:56,0,0,0,0,0,0,26.31275
2024-12-19 16:12:56,0,0,0,0,0,0,26.87818
2024-12-19 16:12:56,0,0,0,0,0,0,27.35179
2024-12-19 16:12:56,0,0,0,0,0,0,27.7642
2024-12-19 16:12:57,0,0,0,0,0,0,28.3172
2024-12-19 16:12:57,0,0,0,0,0,0,29.0274
2024-12-19 16:12:57,0,0,0,0,0,0,29.30821
2024-12-19 16:12:57,0,0,0,0,0,0,29.30821
2024-12-19 16:12:57,0,0,0,0,0,0,29.30821
2024-12-19 16:12:57,0,0,0,0,0,0,29.30821
2024-12-19 16:12:57,0,0,0,0,0,0,29.30821
2024-12-19 16:12:57,0,0,0,0,0,0,29.30821
2024-12-19 16:12:58,0,0,0,0,0,0,29.30821
2024-12-19 16:12:58,0,0,0,0,0,0,29.30821
2024-12-19 16:12:58,0,0,0,0,0,0,29.30821
2024-12-19 16:12:58,0,0,0,0,0,0,29.30821
2024-12-19 16:12:58,0,0,0,0,0,0,29.30821
2024-12-19 16:12:58,0,0,0,0,0,0,29.30821
2024-12-19 16:12:58,0,0,0,0,0,0,29.30821
2024-12-19 16:12:58,0,0,0,0,0,0,29.30821
2024-12-19 16:12:58,0,0,0,0,0,0,29.30821
2024-12-19 16:12:59,0,0,0,0,0,0,29.30821
2024-12-19 16:12:59,0,0,0,0,0,0,29.30821
2024-12-19 16:12:59,0,0,0,0,0,0,29.30821
2024-12-19 16:12:59,0,0,0,0,0,0,29.30821
2024-12-19 16:12:59,0,0,0,0,0,0,29.30821
2024-12-19 16:12:59,0,0,0,0,0,0,29.30821
2024-12-19 16:12:59,0,0,0,0,0,0,29.30821
2024-12-19 16:12:59,0,0,0,0,0,0,29.30821
2024-12-19 16:13:00,0,0,0,0,0,0,29.30821
2024-12-19 16:13:00,0,0,0,0,0,0,29.30821
2024-12-19 16:13:00,0,0,0,0,0,0,29.30821
2024-12-19 16:13:00,0,0,0,0,0,0,29.30821
2024-12-19 16:13:00,0,0,0,0,0,0,29.30821
2024-12-19 16:13:00,0,0,0,0,0,0,29.30821
2024-12-19 16:13:00,0,0,0,0,0,0,29.30821
2024-12-19 16:13:00,0,0,0,0,0,0,29.30821
2024-12-19 16:13:00,0,0,0,0,0,0,29.30821
2024-12-19 16:13:01,0,0,0,0,0,0,29.30821
2024-12-19 16:13:01,0,0,0,0,0,0,29.30821
2024-12-19 16:13:01,0,0,0,0,0,0,29.30821
2024-12-19 16:13:01,0,0,0,0,0,0,29.30821
2024-12-19 16:13:01,0,0,0,0,0,0,29.30821
2024-12-19 16:13:01,0,0,0,0,0,0,29.30821
2024-12-19 16:13:01,0,0,0,0,0,0,29.30821
2024-12-19 16:13:01,0,0,0,0,0,0,29.30821
2024-12-19 16:13:01,0,0,0,0,0,0,29.30821
2024-12-19 16:13:02,0,0,0,0,0,0,29.30821
2024-12-19 16:13:02,0,0,0,0,0,0,29.30821
2024-12-19 16:13:02,0,0,0,0,0,0,29.30821
2024-12-19 16:13:02,0,0,0,0,0,0,29.30821
2024-12-19 16:13:02,0,0,0,0,0,0,29.30821
2024-12-19 16:13:02,0,0,0,0,0,0,29.30821
2024-12-19 16:13:02,0,0,0,0,0,0,29.30821
2024-12-19 16:13:02,0,0,0,0,0,0,29.30821
2024-12-19 16:13:03,0,0,0,0,0,0,29.30821
2024-12-19 16:13:03,0,0,0,0,0,0,29.30821
2024-12-19 16:13:03,0,0,0,0,0,0,29.30821
2024-12-19 16:13:03,0,0,0,0,0,0,29.30821
2024-12-19 16:13:03,0,0,0,0,0,0,29.30821
2024-12-19 16:13:03,0,0,0,0,0,0,29.30821
2024-12-19 16:13:03,0,0,0,0,0,0,29.30821
2024-12-19 16:13:03,0,0,0,0,0,0,29.30821
2024-12-19 16:13:04,0,0,0,0,0,0,29.30821
2024-12-19 16:13:04,0,0,0,0,0,0,29.30821
2024-12-19 16:13:04,0,0,0,0,0,0,29.30821
2024-12-19 16:13:04,0,0,0,0,0,0,29.30821
2024-12-19 16:13:04,0,0,0,0,0,0,29.30821
2024-12-19 16:13:04,0,0,0,0,0,0,29.30821
2024-12-19 16:13:04,0,0,0,0,0,0,29.30821
2024-12-19 16:13:04,0,0,0,0,0,0,29.30821
2024-12-19 16:13:05,0,0,0,0,0,0,29.30821
2024-12-19 16:13:05,0,0,0,0,0,0,29.30821
2024-12-19 16:13:05,0,0,0,0,0,0,29.30821
2024-12-19 16:13:05,0,0,0,0,0,0,29.30821
2024-12-19 16:13:05,0,0,0,0,0,0,29.30821
2024-12-19 16:13:05,0,0,0,0,0,0,29.30821
2024-12-19 16:13:05,0,0,0,0,0,0,29.30821
2024-12-19 16:13:05,0,0,0,0,0,0,29.30821
2024-12-19 16:13:05,0,0,0,0,0,0,29.30821
2024-12-19 16:13:06,0,0,0,0,0,0,29.30821
2024-12-19 16:13:06,0,0,0,0,0,0,29.30821
2024-12-19 16:13:06,0,0,0,0,0,0,29.30821
2024-12-19 16:13:06,0,0,0,0,0,0,29.30821
2024-12-19 16:13:06,0,0,0,0,0,0,29.30821
2024-12-19 16:13:06,0,0,0,0,0,0,29.30821
2024-12-19 16:13:06,0,0,0,0,0,0,29.30821
2024-12-19 16:13:06,0,0,0,0,0,0,29.30821
2024-12-19 16:13:06,0,0,0,0,0,0,29.30821
2024-12-19 16:13:07,0,0,0,0,0,0,29.30821
2024-12-19 16:13:07,0,0,0,0,0,0,29.30821
2024-12-19 16:13:07,0,0,0,0,0,0,29.30821
2024-12-19 16:13:07,0,0,0,0,0,0,29.30821
2024-12-19 16:13:07,0,0,0,0,0,0,29.30821
2024-12-19 16:13:07,0,0,0,0,0,0,29.30821
2024-12-19 16:13:07,0,0,0,0,0,0,29.30821
2024-12-19 16:13:07,0,0,0,0,0,0,29.30821
2024-12-19 16:13:08,0,0,0,0,0,0,29.30821
2024-12-19 16:13:08,0,0,0,0,0,0,29.30821
2024-12-19 16:13:08,0,0,0,0,0,0,29.30821
2024-12-19 16:13:08,0,0,0,0,0,0,29.30821
2024-12-19 16:13:08,0,0,0,0,0,0,53.51514
2024-12-19 16:13:08,0,0,0,0,0,0,53.51514
2024-12-19 16:13:08,0,0,0,0,0,0,53.51514
2024-12-19 16:13:08,0,0,0,0,0,0,53.51514
2024-12-19 16:13:09,0,0,0,0,0,0,53.51514
2024-12-19 16:13:09,0,0,0,0,0,0,53.51514
2024-12-19 16:13:09,0,0,0,0,0,0,53.51514
2024-12-19 16:13:09,0,0,0,0,0,0,53.51514
2024-12-19 16:13:09,0,0,0,0,0,0,53.51514
2024-12-19 16:13:09,0,0,0,0,0,0,53.51514
2024-12-19 16:13:09,0,0,0,0,0,0,53.51514
2024-12-19 16:13:09,0,0,0,0,0,0,53.51514
2024-12-19 16:13:10,0,0,0,0,0,0,53.51514
2024-12-19 16:13:10,0,0,0,0,0,0,53.51514
2024-12-19 16:13:10,0,0,0,0,0,0,53.51514
2024-12-19 16:13:10,0,0,0,0,0,0,53.51514
2024-12-19 16:13:10,0,0,0,0,0,0,53.51514
2024-12-19 16:13:10,0,0,0,0,0,0,53.51514
2024-12-19 16:13:10,0,0,0,0,0,0,53.51514
2024-12-19 16:13:10,0,0,0,0,0,0,53.51514
2024-12-19 16:13:10,0,0,0,0,0,0,53.51514
2024-12-19 16:13:11,0,0,0,0,0,0,53.51514
2024-12-19 16:13:11,0,0,0,0,0,0,53.51514
2024-12-19 16:13:11,0,0,0,0,0,0,53.51514
2024-12-19 16:13:11,0,0,0,0,0,0,53.51514
2024-12-19 16:13:11,0,0,0,0,0,0,53.51514
2024-12-19 16:13:11,0,0,0,0,0,0,53.51514
2024-12-19 16:13:11,0,0,0,0,0,0,53.51514
2024-12-19 16:13:11,0,0,0,0,0,0,53.51514
2024-12-19 16:13:11,0,0,0,0,0,0,53.51514
2024-12-19 16:13:12,0,0,0,0,0,0,53.51514
2024-12-19 16:13:12,0,0,0,0,0,0,53.51514
2024-12-19 16:13:12,0,0,0,0,0,0,53.51514
2024-12-19 16:13:12,0,0,0,0,0,0,53.51514
2024-12-19 16:13:12,0,0,0,0,0,0,53.51514
2024-12-19 16:13:12,0,0,0,0,0,0,53.51514
2024-12-19 16:13:12,0,0,0,0,0,0,53.51514
2024-12-19 16:13:12,0,0,0,0,0,0,53.51514
2024-12-19 16:13:12,0,0,0,0,0,0,53.51514
2024-12-19 16:13:13,0,0,0,0,0,0,53.51514
2024-12-19 16:13:13,0,0,0,0,0,0,53.51514
2024-12-19 16:13:13,0,0,0,0,0,0,53.51514
2024-12-19 16:13:13,0,0,0,0,0,0,53.51514
2024-12-19 16:13:13,0,0,0,0,0,0,53.51514
2024-12-19 16:13:13,0,0,0,0,0,0,53.51514
2024-12-19 16:13:13,0,0,0,0,0,0,53.51514
2024-12-19 16:13:13,0,0,0,0,0,0,53.51514
2024-12-19 16:13:14,0,0,0,0,0,0,53.51514
2024-12-19 16:13:14,0,0,0,0,0,0,53.51514
2024-12-19 16:13:14,0,0,0,0,0,0,53.51514
2024-12-19 16:13:14,0,0,0,0,0,0,53.51514
2024-12-19 16:13:14,0,0,0,0,0,0,53.51514
2024-12-19 16:13:14,0,0,0,0,0,0,53.51514
2024-12-19 16:13:14,0,0,0,0,0,0,53.51514
2024-12-19 16:13:14,0,0,0,0,0,0,53.51514
2024-12-19 16:13:15,0,0,0,0,0,0,53.51514
2024-12-19 16:13:15,0,0,0,0,0,0,53.51514
2024-12-19 16:13:15,0,0,0,0,0,0,53.51514
2024-12-19 16:13:15,0,0,0,0,0,0,53.51514
2024-12-19 16:13:15,0,0,0,0,0,0,53.51514
2024-12-19 16:13:15,0,0,0,0,0,0,53.51514
2024-12-19 16:13:15,0,0,0,0,0,0,53.51514
2024-12-19 16:13:15,0,0,0,0,0,0,53.51514
2024-12-19 16:13:15,0,0,0,0,0,0,53.51514
2024-12-19 16:13:16,0,0,0,0,0,0,53.51514
2024-12-19 16:13:16,0,0,0,0,0,0,53.51514
2024-12-19 16:13:16,0,0,0,0,0,0,53.51514
2024-12-19 16:13:16,0,0,0,0,0,0,53.51514
2024-12-19 16:13:16,0,0,0,0,0,0,53.51514
2024-12-19 16:13:16,0,0,0,0,0,0,53.51514
2024-12-19 16:13:16,0,0,0,0,0,0,53.51514
2024-12-19 16:13:16,0,0,0,0,0,0,53.51514
2024-12-19 16:13:17,0,0,0,0,0,0,53.51514
2024-12-19 16:13:17,0,0,0,0,0,0,53.51514
2024-12-19 16:13:17,0,0,0,0,0,0,53.51514
2024-12-19 16:13:17,0,0,0,0,0,0,53.51514
2024-12-19 16:13:17,0,0,0,0,0,0,53.51514
2024-12-19 16:13:17,0,0,0,0,0,0,53.51514
2024-12-19 16:13:17,0,0,0,0,0,0,53.51514
2024-12-19 16:13:17,0,0,0,0,0,0,53.51514
2024-12-19 16:13:17,0,0,0,0,0,0,53.51514
2024-12-19 16:13:18,0,0,0,0,0,0,53.51514
2024-12-19 16:13:18,0,0,0,0,0,0,53.51514
2024-12-19 16:13:18,0,0,0,0,0,0,53.51514
2024-12-19 16:13:18,0,0,0,0,0,0,53.51514
2024-12-19 16:13:18,0,0,0,0,0,0,53.51514
2024-12-19 16:13:18,0,0,0,0,0,0,53.51514
2024-12-19 16:13:18,0,0,0,0,0,0,53.51514
2024-12-19 16:13:18,0,0,0,0,0,0,53.51514
2024-12-19 16:13:19,0,0,0,0,0,0,53.51514
2024-12-19 16:13:19,0,0,0,0,0,0,53.51514
2024-12-19 16:13:19,0,0,0,0,0,0,53.51514
2024-12-19 16:13:19,0,0,0,0,0,0,53.51514
2024-12-19 16:13:19,0,0,0,0,0,0,53.51514
2024-12-19 16:13:19,0,0,0,0,0,0,53.51514
2024-12-19 16:13:19,0,0,0,0,0,0,58.41583
2024-12-19 16:13:19,0,0,0,0,0,0,58.41583
2024-12-19 16:13:19,0,0,0,0,0,0,58.41583
2024-12-19 16:13:20,0,0,0,0,0,0,58.41583
2024-12-19 16:13:20,0,0,0,0,0,0,58.41583
2024-12-19 16:13:20,0,0,0,0,0,0,58.41583
2024-12-19 16:13:20,0,0,0,0,0,0,58.41583
2024-12-19 16:13:20,0,0,0,0,0,0,58.41583
2024-12-19 16:13:20,0,0,0,0,0,0,58.41583
2024-12-19 16:13:20,0,0,0,0,0,0,58.41583
2024-12-19 16:13:21,0,0,0,0,0,0,58.41583
2024-12-19 16:13:21,0,0,0,0,0,0,58.41583
2024-12-19 16:13:21,0,0,0,0,0,0,58.41583
2024-12-19 16:13:21,0,0,0,0,0,0,58.41583
2024-12-19 16:13:21,0,0,0,0,0,0,58.41583
2024-12-19 16:13:21,0,0,0,0,0,0,58.41583
2024-12-19 16:13:21,0,0,0,0,0,0,58.41583
2024-12-19 16:13:21,0,0,0,0,0,0,58.41583
2024-12-19 16:13:21,0,0,0,0,0,0,58.41583
2024-12-19 16:13:22,0,0,0,0,0,0,58.41583
2024-12-19 16:13:22,0,0,0,0,0,0,58.41583
2024-12-19 16:13:22,0,0,0,0,0,0,58.41583
2024-12-19 16:13:22,0,0,0,0,0,0,58.41583
2024-12-19 16:13:22,0,0,0,0,0,0,58.41583
2024-12-19 16:13:22,0,0,0,0,0,0,58.41583
2024-12-19 16:13:22,0,0,0,0,0,0,58.41583
2024-12-19 16:13:22,0,0,0,0,0,0,58.41583
2024-12-19 16:13:22,0,0,0,0,0,0,58.41583
2024-12-19 16:13:23,0,0,0,0,0,0,58.41583
2024-12-19 16:13:23,0,0,0,0,0,0,58.41583
2024-12-19 16:13:23,0,0,0,0,0,0,58.41583
2024-12-19 16:13:23,0,0,0,0,0,0,58.41583
2024-12-19 16:13:23,0,0,0,0,0,0,58.41583
2024-12-19 16:13:23,0,0,0,0,0,0,58.41583
2024-12-19 16:13:23,0,0,0,0,0,0,58.41583
2024-12-19 16:13:23,0,0,0,0,0,0,58.41583
2024-12-19 16:13:24,0,0,0,0,0,0,58.41583
2024-12-19 16:13:24,0,0,0,0,0,0,58.41583
2024-12-19 16:13:24,0,0,0,0,0,0,58.41583
2024-12-19 16:13:24,0,0,0,0,0,0,58.41583
2024-12-19 16:13:24,0,0,0,0,0,0,58.41583
2024-12-19 16:13:24,0,0,0,0,0,0,58.41583
2024-12-19 16:13:24,0,0,0,0,0,0,58.41583
2024-12-19 16:13:24,0,0,0,0,0,0,58.41583
2024-12-19 16:13:25,0,0,0,0,0,0,58.41583
2024-12-19 16:13:25,0,0,0,0,0,0,58.41583
2024-12-19 16:13:25,0,0,0,0,0,0,58.41583
2024-12-19 16:13:25,0,0,0,0,0,0,58.41583
2024-12-19 16:13:25,0,0,0,0,0,0,58.41583
2024-12-19 16:13:25,0,0,0,0,0,0,58.41583
2024-12-19 16:13:25,0,0,0,0,0,0,58.41583
2024-12-19 16:13:25,0,0,0,0,0,0,58.41583
2024-12-19 16:13:26,0,0,0,0,0,0,58.41583
2024-12-19 16:13:26,0,0,0,0,0,0,58.41583
2024-12-19 16:13:26,0,0,0,0,0,0,58.41583
2024-12-19 16:13:26,0,0,0,0,0,0,58.41583
2024-12-19 16:13:26,0,0,0,0,0,0,58.41583
2024-12-19 16:13:26,0,0,0,0,0,0,58.41583
2024-12-19 16:13:26,0,0,0,0,0,0,58.41583
2024-12-19 16:13:26,0,0,0,0,0,0,58.41583
2024-12-19 16:13:26,0,0,0,0,0,0,58.41583
2024-12-19 16:13:27,0,0,0,0,0,0,58.41583
2024-12-19 16:13:27,0,0,0,0,0,0,58.41583
2024-12-19 16:13:27,0,0,0,0,0,0,58.41583
2024-12-19 16:13:27,0,0,0,0,0,0,58.41583
2024-12-19 16:13:27,0,0,0,0,0,0,58.41583
2024-12-19 16:13:27,0,0,0,0,0,0,58.41583
2024-12-19 16:13:27,0,0,0,0,0,0,58.41583
2024-12-19 16:13:27,0,0,0,0,0,0,58.41583
2024-12-19 16:13:28,0,0,0,0,0,0,58.41583
2024-12-19 16:13:28,0,0,0,0,0,0,58.41583
2024-12-19 16:13:28,0,0,0,0,0,0,58.41583
2024-12-19 16:13:28,0,0,0,0,0,0,58.41583
2024-12-19 16:13:28,0,0,0,0,0,0,58.41583
2024-12-19 16:13:28,0,0,0,0,0,0,58.41583
2024-12-19 16:13:28,0,0,0,0,0,0,58.41583
2024-12-19 16:13:28,0,0,0,0,0,0,58.41583
2024-12-19 16:13:29,0,0,0,0,0,0,58.41583
2024-12-19 16:13:29,0,0,0,0,0,0,58.41583
2024-12-19 16:13:29,0,0,0,0,0,0,58.41583
2024-12-19 16:13:29,0,0,0,0,0,0,58.41583
2024-12-19 16:13:29,0,0,0,0,0,0,58.41583
2024-12-19 16:13:29,0,0,0,0,0,0,58.41583
2024-12-19 16:13:29,0,0,0,0,0,0,58.41583
2024-12-19 16:13:29,0,0,0,0,0,0,58.41583
2024-12-19 16:13:29,0,0,0,0,0,0,58.41583
2024-12-19 16:13:30,0,0,0,0,0,0,58.41583
2024-12-19 16:13:30,0,0,0,0,0,0,58.41583
2024-12-19 16:13:30,0,0,0,0,0,0,58.41583
2024-12-19 16:13:30,0,0,0,0,0,0,58.41583
2024-12-19 16:13:30,0,0,0,0,0,0,58.41583
2024-12-19 16:13:30,0,0,0,0,0,0,58.41583
2024-12-19 16:13:30,0,0,0,0,0,0,58.41583
2024-12-19 16:13:30,0,0,0,0,0,0,58.41583
2024-12-19 16:13:30,0,0,0,0,0,0,58.41583
2024-12-19 16:13:31,0,0,0,0,0,0,58.41583
2024-12-19 16:13:31,0,0,0,0,0,0,58.41583
2024-12-19 16:13:31,0,0,0,0,0,0,58.41583
2024-12-19 16:13:31,0,0,0,0,0,0,58.41583
2024-12-19 16:13:31,0,0,0,0,0,0,58.41583
2024-12-19 16:13:31,0,0,0,0,0,0,58.41583
2024-12-19 16:13:31,0,0,0,0,0,0,58.41583
2024-12-19 16:13:31,0,0,0,0,0,0,58.41583
2024-12-19 16:13:31,0,0,0,0,0,0,58.41583
2024-12-19 16:13:32,0,0,0,0,0,0,58.41583
2024-12-19 16:13:32,0,0,0,0,0,0,58.41583
2024-12-19 16:13:32,0,0,0,0,0,0,58.41583
2024-12-19 16:13:32,0,0,0,0,0,0,58.41583
2024-12-19 16:13:32,0,0,0,0,0,0,58.41583
2024-12-19 16:13:32,0,0,0,0,0,0,58.41583
2024-12-19 16:13:32,0,0,0,0,0,0,58.41583
2024-12-19 16:13:32,0,0,0,0,0,0,58.41583
2024-12-19 16:13:33,0,0,0,0,0,0,58.41583
2024-12-19 16:13:33,0,0,0,0,0,0,58.41583
2024-12-19 16:13:33,0,0,0,0,0,0,58.41583
2024-12-19 16:13:33,0,0,0,0,0,0,58.41583
2024-12-19 16:13:33,0,0,0,0,0,0,58.41583
2024-12-19 16:13:33,0,0,0,0,0,0,58.41583
2024-12-19 16:13:33,0,0,0,0,0,0,58.41583
2024-12-19 16:13:33,0,0,0,0,0,0,58.41583
2024-12-19 16:13:34,0,0,0,0,0,0,58.41583
2024-12-19 16:13:34,0,0,0,0,0,0,58.41583
2024-12-19 16:13:34,0,0,0,0,0,0,58.41583
2024-12-19 16:13:34,0,0,0,0,0,0,58.41583
2024-12-19 16:13:34,0,0,0,0,0,0,58.41583
2024-12-19 16:13:34,0,0,0,0,0,0,58.41583
2024-12-19 16:13:34,0,0,0,0,0,0,58.41583
2024-12-19 16:13:34,0,0,0,0,0,0,58.41583
2024-12-19 16:13:34,0,0,0,0,0,0,58.41583
2024-12-19 16:13:35,0,0,0,0,0,0,57.07877
2024-12-19 16:13:35,0,0,0,0,0,0,57.07877
2024-12-19 16:13:35,0,0,0,0,0,0,57.07877
2024-12-19 16:13:35,0,0,0,0,0,0,57.07877
2024-12-19 16:13:35,0,0,0,0,0,0,57.07877
2024-12-19 16:13:35,0,0,0,0,0,0,57.07877
2024-12-19 16:13:35,0,0,0,0,0,0,57.07877
2024-12-19 16:13:35,0,0,0,0,0,0,57.07877
2024-12-19 16:13:36,0,0,0,0,0,0,57.07877
2024-12-19 16:13:36,0,0,0,0,0,0,57.07877
2024-12-19 16:13:36,0,0,0,0,0,0,57.07877
2024-12-19 16:13:36,0,0,0,0,0,0,57.07877
2024-12-19 16:13:36,0,0,0,0,0,0,57.07877
2024-12-19 16:13:36,0,0,0,0,0,0,57.07877
2024-12-19 16:13:36,0,0,0,0,0,0,57.07877
2024-12-19 16:13:36,0,0,0,0,0,0,57.07877
2024-12-19 16:13:36,0,0,0,0,0,0,57.07877
2024-12-19 16:13:37,0,0,0,0,0,0,57.07877
2024-12-19 16:13:37,0,0,0,0,0,0,57.07877
2024-12-19 16:13:37,0,0,0,0,0,0,57.07877
2024-12-19 16:13:37,0,0,0,0,0,0,57.07877
2024-12-19 16:13:37,0,0,0,0,0,0,57.07877
2024-12-19 16:13:37,0,0,0,0,0,0,57.07877
2024-12-19 16:13:37,0,0,0,0,0,0,57.07877
2024-12-19 16:13:37,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:38,0,0,0,0,0,0,57.07877
2024-12-19 16:13:39,0,0,0,0,0,0,57.07877
2024-12-19 16:13:39,0,0,0,0,0,0,57.07877
2024-12-19 16:13:39,0,0,0,0,0,0,57.07877
2024-12-19 16:13:39,0,0,0,0,0,0,57.07877
2024-12-19 16:13:39,0,0,0,0,0,0,57.07877
2024-12-19 16:13:39,0,0,0,0,0,0,57.07877
2024-12-19 16:13:39,0,0,0,0,0,0,57.07877
2024-12-19 16:13:39,0,0,0,0,0,0,57.07877
2024-12-19 16:13:40,0,0,0,0,0,0,57.07877
2024-12-19 16:13:40,0,0,0,0,0,0,57.07877
2024-12-19 16:13:40,0,0,0,0,0,0,57.07877
2024-12-19 16:13:40,0,0,0,0,0,0,57.07877
2024-12-19 16:13:40,0,0,0,0,0,0,57.07877
2024-12-19 16:13:40,0,0,0,0,0,0,57.07877
2024-12-19 16:13:40,0,0,0,0,0,0,57.07877
2024-12-19 16:13:40,0,0,0,0,0,0,57.07877
2024-12-19 16:13:41,0,0,0,0,0,0,57.07877
2024-12-19 16:13:41,0,0,0,0,0,0,57.07877
2024-12-19 16:13:41,0,0,0,0,0,0,57.07877
2024-12-19 16:13:41,0,0,0,0,0,0,57.07877
2024-12-19 16:13:41,0,0,0,0,0,0,57.07877
2024-12-19 16:13:41,0,0,0,0,0,0,57.07877
2024-12-19 16:13:41,0,0,0,0,0,0,57.07877
